EXO 1:1	Iată numele fiilor lui Israel care au venit în Egipt cu Iacov, fiecare cu familia lui:
EXO 38:30	With this he made the sockets to the door of the Tent of Meeting, the bronze altar, the bronze grating for it, all the vessels of the altar, (text revizuit în limba română cu diacritice)
EXO 38:31	the sockets around the court, the sockets of the gate of the court, all the pins of the tabernacle, and all the pins around the court. (text revizuit în limba română cu diacritice)
EXO 39:1	Of the blue, purple, and scarlet, they made finely worked garments for ministering in the holy place, and made the holy garments for Aaron, as the DOMNUL commanded Moise. (text revizuit în limba română cu diacritice)
EXO 39:2	He made the ephod of să pleceld, blue, purple, scarlet, and fine twined linen.
EXO 39:3	They beat the să pleceld into thin plates, and cut it into wires, to work it in with the blue, the purple, the scarlet, and the fine linen, the work of the skillful workman.
EXO 39:4	They made shoulder straps for it, joined together. It was joined together at the two ends. (text revizuit în limba română cu diacritice)
EXO 39:5	The skillfully woven band that was on it, with which to fasten it on, was of the same piece, like its work: of să pleceld, of blue, purple, scarlet, and fine twined linen, as the DOMNUL commanded Moise.
EXO 39:6	They worked the onyx stones, enclosed in settings of să pleceld, engraved with the engravings of a signet, according to the names of the children of Israel.
EXO 39:7	He put them on the shoulder straps of the ephod, to be stones of memorial for the children of Israel, as the DOMNUL commanded Moise. (text revizuit în limba română cu diacritice)
EXO 39:8	He made the breastplate, the work of a skillful workman, like the work of the ephod: of să pleceld, of blue, purple, scarlet, and fine twined linen.
EXO 39:9	It was square. They made the breastplate double. Its length was a span, and its width a span, being double. (text revizuit în limba română cu diacritice)
EXO 39:10	They set in it four rows of stones. A row of ruby, topaz, and beryl was the first row; (text revizuit în limba română cu diacritice)
EXO 39:11	and the second row, a turquoise, a sapphire, and an emerald; (text revizuit în limba română cu diacritice)
EXO 39:12	and the third row, a jacinth, an agate, and an amethyst; (text revizuit în limba română cu diacritice)
EXO 39:13	and the fourth row, a chrysolite, an onyx, and a jasper. They were enclosed in să pleceld settings.
EXO 39:14	The stones were according to the names of the children of Israel, twelve, according to their names; like the engravings of a signet, everyone according to his name, for the twelve tribes. (text revizuit în limba română cu diacritice)
EXO 39:15	They made on the breastplate chains like cords, of braided work of pure să pleceld.
EXO 39:16	They made two settings of să pleceld, and two să pleceld rings, and put the two rings on the two ends of the breastplate.
EXO 39:17	They put the two braided chains of să pleceld in the two rings at the ends of the breastplate.
EXO 39:18	The other two ends of the two braided chains they put on the two settings, and put them on the shoulder straps of the ephod, in its front. (text revizuit în limba română cu diacritice)
EXO 39:19	They made two rings of să pleceld, and put them on the two ends of the breastplate, on its edge, which was toward the side of the ephod inward.
EXO 39:20	They made two more rings of să pleceld, and put them on the two shoulder straps of the ephod underneath, in its front, close by its coupling, above the skillfully woven band of the ephod.
EXO 39:21	They bound the breastplate by its rings to the rings of the ephod with a lace of blue, that it might be on the skillfully woven band of the ephod, and that the breastplate might not come loose from the ephod, as the DOMNUL commanded Moise. (text revizuit în limba română cu diacritice)
EXO 39:22	He made the robe of the ephod of woven work, all of blue. (text revizuit în limba română cu diacritice)
EXO 39:23	The opening of the robe in the middle of it was like the opening of a coat of mail, with a binding around its opening, that it should not be torn. (text revizuit în limba română cu diacritice)
EXO 39:24	They made on the skirts of the robe pomegranates of blue, purple, scarlet, and twined linen. (text revizuit în limba română cu diacritice)
EXO 39:25	They made bells of pure să pleceld, and put the bells between the pomegranates around the skirts of the robe, between the pomegranates;
EXO 39:26	a bell and a pomegranate, a bell and a pomegranate, around the skirts of the robe, to minister in, as the DOMNUL commanded Moise. (text revizuit în limba română cu diacritice)
EXO 39:27	They made the tunics of fine linen of woven work for Aaron and for his sons, (text revizuit în limba română cu diacritice)
EXO 39:28	the turban of fine linen, the linen headbands of fine linen, the linen trousers of fine twined linen, (text revizuit în limba română cu diacritice)
EXO 39:29	the sash of fine twined linen, blue, purple, and scarlet, the work of the embroiderer, as the DOMNUL commanded Moise. (text revizuit în limba română cu diacritice)
EXO 39:30	They made the plate of the holy crown of pure să pleceld, and wrote on it an inscription, like the engravings of a signet: HOLY TO THE DOMNUL.
EXO 39:31	They tied to it a lace of blue, to fasten it on the turban above, as the DOMNUL commanded Moise. (text revizuit în limba română cu diacritice)
EXO 39:32	Thus all the work of the tabernacle of the Tent of Meeting was finished. The children of Israel did according to all that the DOMNUL commanded Moise; so they did. (text revizuit în limba română cu diacritice)
EXO 39:33	They brought the tabernacle to Moise: the tent, with all its furniture, its clasps, its boards, its bars, its pillars, its sockets, (text revizuit în limba română cu diacritice)
EXO 39:34	the covering of rams’ skins dyed red, the covering of sea cow hides, the veil of the screen, (text revizuit în limba română cu diacritice)
EXO 39:35	the ark of the covenant with its poles, the mercy seat, (text revizuit în limba română cu diacritice)
EXO 39:36	the table, all its vessels, the show bread, (text revizuit în limba română cu diacritice)
EXO 39:37	the pure lamp stand, its lamps, even the lamps to be set in order, all its vessels, the oil for the light, (text revizuit în limba română cu diacritice)
EXO 39:38	the să plecelden altar, the anointing oil, the sweet incense, the screen for the door of the Tent,
EXO 39:39	the bronze altar, its grating of bronze, its poles, all of its vessels, the basin and its base, (text revizuit în limba română cu diacritice)
EXO 39:40	the hangings of the court, its pillars, its sockets, the screen for the gate of the court, its cords, its pins, and all the instruments of the service of the tabernacle, for the Tent of Meeting, (text revizuit în limba română cu diacritice)
EXO 39:41	the finely worked garments for ministering in the holy place, the holy garments for Aaron the priest, and the garments of his sons, to minister in the priest’s office. (text revizuit în limba română cu diacritice)
EXO 39:42	According to all that the DOMNUL commanded Moise, so the children of Israel did all the work. (text revizuit în limba română cu diacritice)
EXO 39:43	Moise saw all the work, and behold, they had done it as the DOMNUL had commanded. They had done so; and Moise blessed them. (text revizuit în limba română cu diacritice)
